session_id_hash,query_vector,clicked_skus_hash,product_skus_hash,server_timestamp_epoch_ms
a767bddb5055cf566aed80cfe74d24184f99ebe87ea54980f5881b078bc4d8ef,"[-0.07101796567440033, -0.10846999287605286, -0.031290095299482346, -0.00033283664379268885, 0.12350031733512878, 0.026613052934408188, 0.010714022442698479, -0.09750813245773315, -0.044429123401641846, 0.03445512428879738, -0.01170861255377531, -0.01841377466917038, -0.039757706224918365, 0.062657430768013, 0.035274334251880646, 0.0016672479687258601, 0.023326348513364792, 0.004390418529510498, -0.03295891731977463, 0.00017064705025404692, -0.026759061962366104, 0.02829742804169655, 0.04410812631249428, -0.025490496307611465, -0.01919564977288246, 0.014726351015269756, 0.017995163798332214, -0.0850156769156456, -0.013785265386104584, 0.009839506819844246, 0.020717784762382507, 0.0041347164660692215, -0.026348009705543518, 0.013754244893789291, 0.012975923717021942, 0.03631196916103363, -0.02960825152695179, 0.0303658340126276, 0.05031811445951462, -0.013696784153580666, -0.00286410772241652, 0.03849119693040848, -0.0029058754444122314, 0.0022694109939038754, 0.01430675107985735, -0.014660689979791641, -0.003467726055532694, 0.014558234252035618, -0.039601538330316544, 0.0031778113916516304]",,"['ca089db21669aabe32904308205ad3632574fd268e912c0c84ae887960986b68', 'd0b00258f78125b9fcc3e99a54e82af2c304d678dccaac48a3da086ffdde2589', '5c05011d4376242ed29a50d25215abccae158b49bbfb1ff48b1ccd0569cc7688', '20345cab144a88e2e55f8c7278a89065fc7d622d38db7a151cf9ec543efcbbfe', '4d1782dd678f2b68e43c4daca06859fa10171aa06857dc596495de77321ef67a', '66da095ec9e37e7936d131a8a4a5f85eb9cb7ffd1e755d3cb33cdc66fbb8fe94', '30b3adb33261ac4218efd618316d9ab93ce2cc91acd9adb38e1e62776d316db6', '00f18bf14f84b97de5d09e9363802f3f94518ae0164138564c449e5311aab3da', '3603f6ae22b1c744adb512d84f209d9b10bdcd1b1121f1e61ce3970367189c2d', '014d3488e6da05d2d7377f5dab698046517ce6f19cfd02e47bd34b6787e6f2b7', 'eeb0a7e55500a25b0f095c47599f81ad500f0191388feba33eab1186e1d93dab', 'c2c1ce44b352abacefc85225e7ebb44eec0e71cc77401b7c6a31c4909f6695a1', '31bbe1fa6d2fe405b057deab2fb9937319116873e4a9cac8ab70bca5d9538684', '29d8aefbc9610a19be007c7522e34274c176552f40348b97bab65e00bacc6558', 'bef27daabf56a923aad9178f8bb9a609fd593e77f1ff53298e4c77dc57a42ff7', 'abdcee04d22ff3d60610880b84917571ebe50541fea99658bd315ecd6f20c96c', '195bef64389b6c327e6287e0abcd20eda23b8c3a3bc631d583ee0c05a12a542a', 'af297a48c85ee0fb44d384720b7ef012f1af4c1ede14b081d96d45743bd6b770']",1547881117928
e0cbc97061f0e3d6ac0225f1aae63ae8e53ad090e572602ffc939b863b611144,"[-0.10249882936477661, 0.02211836911737919, 0.3118746280670166, 0.2630349397659302, 0.04069114848971367, 0.05837276205420494, -0.04499426856637001, 0.03081241063773632, 0.14439207315444946, -0.04655768349766731, 0.11640045046806335, -0.032648857682943344, -0.028003953397274017, -0.04346329718828201, 0.03250010311603546, -0.009467769414186478, -0.015395375899970531, 0.015589835122227669, -0.01868588477373123, -0.0032084290869534016, -0.011785078793764114, -0.026617981493473053, -0.009679019451141357, 2.2251391783356667e-05, 0.06734617054462433, 0.005242072511464357, 0.03633550554513931, -0.020640896633267403, 0.02638133615255356, 0.022541124373674393, 0.05227207392454147, -0.006483395583927631, -0.0038064206019043922, 0.020620357245206833, -0.022126084193587303, 0.0419783890247345, -0.03574515879154205, -0.007252671290189028, 0.016662390902638435, -0.0046640364453196526, -0.0028397529385983944, 0.0026107323355972767, -0.01785830222070217, -0.01112273894250393, 0.01596255972981453, 0.03443240374326706, 0.015232132747769356, 0.01481824554502964, 0.01591460593044758, -0.0050589232705533504]",,,1548704523205
bce33e76f0a37e0ffbe4a3855268015cb6d17ff34af7e673e8c789cbeaab7bc9,"[0.024960918352007866, -0.20127509534358978, 0.0163588784635067, 0.06175634264945984, 0.12245547771453857, 0.017263634130358696, 0.030760059133172035, -0.07683257758617401, -0.03220848739147186, 0.09062337875366211, -0.00701115420088172, 0.043266378343105316, -0.02817131206393242, 0.07849597185850143, 0.02125086821615696, 0.005465060006827116, 0.033892080187797546, -0.005076151341199875, -0.002125214319676161, -0.0071006035432219505, -0.017187705263495445, 0.029884526506066322, 0.03155381605029106, -0.042338430881500244, -0.017686884850263596, 0.007040541153401136, 0.032705552875995636, -0.0959804505109787, -0.02310142107307911, 0.01666799932718277, 0.014577982947230339, 0.014379596337676048, -0.023508235812187195, 0.006129073910415173, 0.004202314652502537, 0.04377774894237518, -0.0037558027543127537, 0.028540605679154396, 0.05715379863977432, -0.024554774165153503, -0.005660783499479294, 0.029638610780239105, 0.005151059478521347, 0.011649040505290031, -0.002517432440072298, -0.0026677853893488646, -0.0015558036975562572, 0.006380822043865919, -0.03192487359046936, 0.008206037804484367]",,,1548384553324
b63cd03b734ff6840219c62240f0022be6c2fdba8086d23fd097b799009c09ae,"[0.024960918352007866, -0.20127509534358978, 0.0163588784635067, 0.06175634264945984, 0.12245547771453857, 0.017263634130358696, 0.030760059133172035, -0.07683257758617401, -0.03220848739147186, 0.09062337875366211, -0.00701115420088172, 0.043266378343105316, -0.02817131206393242, 0.07849597185850143, 0.02125086821615696, 0.005465060006827116, 0.033892080187797546, -0.005076151341199875, -0.002125214319676161, -0.0071006035432219505, -0.017187705263495445, 0.029884526506066322, 0.03155381605029106, -0.042338430881500244, -0.017686884850263596, 0.007040541153401136, 0.032705552875995636, -0.0959804505109787, -0.02310142107307911, 0.01666799932718277, 0.014577982947230339, 0.014379596337676048, -0.023508235812187195, 0.006129073910415173, 0.004202314652502537, 0.04377774894237518, -0.0037558027543127537, 0.028540605679154396, 0.05715379863977432, -0.024554774165153503, -0.005660783499479294, 0.029638610780239105, 0.005151059478521347, 0.011649040505290031, -0.002517432440072298, -0.0026677853893488646, -0.0015558036975562572, 0.006380822043865919, -0.03192487359046936, 0.008206037804484367]",,,1548349997543
2bdd155dce64fb4bd57633549012298ea02646f2b4673e45b720189160fdcbe8,"[0.024574803188443184, 0.012918602675199509, -0.17805156111717224, 0.18840423226356506, 0.19340531527996063, -0.18964722752571106, 0.10955586284399033, -0.07894668728113174, -0.06785949319601059, -0.0463465079665184, 0.006019625812768936, -0.07363742589950562, 0.032448820769786835, 0.08503633737564087, 0.002429058775305748, 0.07711063325405121, -0.06328696757555008, 0.03808555379509926, -0.08347108960151672, -0.05189573019742966, -0.017860079184174538, -0.012744531966745853, -0.0020874785259366035, -0.0298573337495327, 0.015222752466797829, -0.028947394341230392, -0.0184541754424572, -0.0683441162109375, 0.08139567822217941, 0.05308549106121063, 0.02356329746544361, 0.010713065043091774, -0.017763327807188034, -0.0041021499782800674, 0.031727343797683716, 0.021739520132541656, 0.09009527415037155, 0.054354116320610046, -0.03813100606203079, -0.029148008674383163, -0.11494056135416031, 0.037837982177734375, 0.010070258751511574, 0.04284462332725525, -0.013232933357357979, 0.06918340176343918, -0.011534906923770905, -0.04544934630393982, -0.047660138458013535, 0.0006277803331613541]","['4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', '4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738']","['4991ea35d9d53dea7d3785c07218967dbb1f61ea30e331bcbdf081af4793e738', 'c237f2336dbc938146dff5549f16bbc6b16d72d24e1ea1e65385c84e362d39ba', '7222c5368da9c490f6477deba99b409b9d84e49298c341322e60086d2a1c1b43', '077cbefebe0fcc940a88d275f347e7116c45ae6fd5faaed211e1b4e4ad781d0a', 'fdd9b47eba2673641bd59348d4e4d1cbc092865f1a27bf06b7b9191c8d52b267']",1548158515729
2bdd155dce64fb4bd57633549012298ea02646f2b4673e45b720189160fdcbe8,"[0.022449418902397156, -0.0031727307941764593, -0.16859492659568787, 0.18585899472236633, 0.20164735615253448, -0.18697431683540344, 0.11393393576145172, -0.09048962593078613, -0.067024365067482, -0.023671137169003487, 0.006405854597687721, -0.04882440343499184, 0.010848178528249264, 0.06858997046947479, -0.01026154588907957, 0.07023708522319794, -0.045410141348838806, -0.007201219443231821, -0.06901547312736511, -0.0681217685341835, -0.03076617419719696, -0.019859008491039276, 0.027496885508298874, -0.04542660713195801, -0.001621683593839407, -0.027657300233840942, -0.009934683330357075, -0.053288549184799194, 0.035559285432100296, 0.04791036248207092, 0.07782559096813202, -0.0051209633238613605, 0.009237684309482574, -0.02056065946817398, 0.01400329265743494, 0.024682343006134033, 0.026052800938487053, 0.027100224047899246, -0.05095503106713295, -0.06679745018482208, -0.08608941733837128, 0.02539779618382454, -0.007869530469179153, 0.07437217235565186, -0.06237214058637619, 0.08611468970775604, 0.022888656705617905, -0.0525105819106102, -0.040389079600572586, -0.00545574352145195]",,"['14ce43dd429f7a141376861ed041c52dc54e9a6899a1428a540619d32dc23c29', 'e4965b2ac34b23336091de0dc2f1009703ddddd29a45c5eab1b8e3da2289d405', 'e5b87ba1eddcd41567ca44f319703ddc136a9bfca6129dc5e1996d396f3b3bca', '87351dcfd979ed56d9c356c6a393d7f0688e1825f2191fbeb0907495f348fdec', 'e785dbc3e48a748ae0dade0f268dab18ee0b9771b0bba4c37dfcf32ca1047c4f', 'c717bc128fd925190bb2abf5a025a019b803c003d0bd4ffdc40c2f9d1498ab0d', '99f4680a966999e20ebfc7d5a0a003b055ecd67aa0510605f10e9c7fb47f57c7', 'f07dcf8df8643e8f38082ed168b564692fe6892a2a71456415b0d3cbe95db378', '8a9d25697e46e5894de1dc26a6e7e3f7a9aa3b179a70f4510ef3ccb3ace54c2f', '018087c1a56d4d4cf5cad5845ac039ac9378ef9ed469815c90a3c7db976bdde4', '994fd3cc3420bcc8d0b1a15799f39464fb4f5ada77a113f2247406b66c40dfb2', '48e98aaa8b8f2334fb9f331d997617ef3759e0a89f0cda1206b10d7a38894455', '077d6828b01009a90d3d70875e724897e9a312a4e62851e4c97fb04d9abcef51']",1548158825499
f71d8f47fcabeb81401e8028a97ca2ec60442966b7490a232895fee33d677899,"[-0.049549199640750885, -0.2569112479686737, 0.14902053773403168, 0.21965736150741577, 0.057863663882017136, 0.12540847063064575, 0.16399544477462769, -0.019925981760025024, -0.21001198887825012, -0.14775221049785614, -0.11352627724409103, 0.10749645531177521, 0.08370335400104523, 0.10682535171508789, 0.08738142997026443, -0.04697803407907486, -0.1334538757801056, -0.14111503958702087, 0.052500877529382706, 0.01014755293726921, 0.1064203530550003, 0.0893702507019043, -0.16069933772087097, 0.05862940475344658, 0.008126918226480484, 0.015881402418017387, -0.014720756560564041, 0.06996730715036392, 0.06898932158946991, -0.0336192362010479, -0.028476933017373085, 0.006490843370556831, 0.07240947335958481, 0.05319955199956894, 0.08671798557043076, -0.058767035603523254, -0.0250125490128994, 0.002300810534507036, 0.01110394299030304, 0.06499029695987701, -0.017357133328914642, 0.035753034055233, -0.01929761841893196, -0.004610198549926281, 0.041137129068374634, -0.0022716447710990906, -0.039312694221735, -0.06787192821502686, 0.04633374884724617, -0.04721619933843613]",,"['fc923e651d152902de218cec2cfdc95f18fa176e71853c9b8f1565a5b3e8b476', '853623493f703062711df53881db350298a7899494dd88c0fc540e4135e7930a', 'c4a19d22d112dbcb060193bc94a1d28d399d78c5fb7d4fcc82f0e00a36e28ab6', 'fd222b056d5cde0f6e2e8148d439a5dd98cd81eb9ccadc1d83302e582df8faf8']",1548001815398
19802029b1d430e2ad26b9f7821ac1008717a8e505141031d196a86d4a87c304,"[-0.09734982252120972, -0.18928183615207672, 0.048885002732276917, -0.06168675422668457, -0.013376694172620773, 0.011569098569452763, -0.003169424831867218, -0.05758790671825409, -0.009069839492440224, 0.007926777005195618, -0.0431959331035614, -0.04864887148141861, -0.0013757385313510895, 0.07364106923341751, 0.023933038115501404, 0.03590372949838638, 0.09383124113082886, -0.04516199603676796, 0.055555008351802826, 0.06912799924612045, 0.09661771357059479, -0.04306110739707947, -0.1020922139286995, -0.08334051072597504, 0.0036904718726873398, 0.036717187613248825, 0.0013288543559610844, 0.020884739235043526, -0.018939267843961716, -0.0324421152472496, 0.03518422320485115, 0.03301994875073433, 0.032406240701675415, -0.027645032852888107, 0.049840569496154785, -0.04543042927980423, 0.03292369842529297, -0.01704736053943634, -0.014737347140908241, 0.053280219435691833, -0.060099683701992035, -0.04241868108510971, 0.02318979986011982, 0.02884976752102375, 0.052862703800201416, 0.016568902879953384, 0.004316327627748251, -0.06091275066137314, -0.0024356842041015625, -0.03869578242301941]",,['85ff635071c020b2647ca9f5614c8935e6ece957548ee6ec55c788204ce8f6f3'],1548083141519
f9b44b23c5f7ee7abb93983d9f722019584243d64b0f1711d050f0e6f81a6655,"[-0.08903666585683823, -0.10855034738779068, -0.031649570912122726, 0.02707875519990921, 0.01852216199040413, 0.054761890321969986, -0.04893580824136734, -0.02170015498995781, -0.03946501761674881, -0.11351349949836731, -0.0038675405085086823, -0.010036039166152477, 0.009296473115682602, -0.03286787122488022, 0.06167043745517731, 0.010264985263347626, 0.023616671562194824, 0.033975422382354736, 0.015749342739582062, -0.033039119094610214, 0.02002556622028351, -0.01056196540594101, 0.03235948085784912, 0.038656000047922134, -0.041594602167606354, 0.0060119545087218285, 0.02022499404847622, -0.016951994970440865, -0.041840482503175735, -0.01998300664126873, -0.011752437800168991, -0.0033829794265329838, -0.016892198473215103, -0.09734252840280533, -0.03714156895875931, -0.044312771409749985, 0.022006681188941002, 0.017784908413887024, -0.02664998359978199, 0.0053153373301029205, 0.021159552037715912, -0.036712080240249634, -0.0016881388146430254, 0.019609564915299416, -0.04572950303554535, -0.021056007593870163, 0.03849025070667267, -0.05426884442567825, -0.006422164849936962, -0.011181386187672615]",,"['0626355814b235eee38e4c8fc1ac80fbb150f8741026829c853e455b5de4d413', '9d5da686bb9c0221ebbbf9f58a6831803e60f4f9d312cc2bd6ac49f8fbb37ec2', 'b4a28f880409c1ce5c6a79408341c34602bfc0ff0cf011f8419dc7154baa8834', '3b11266f85d5047d851d45a5814437bc46ffa253738bd584d4a78e0b3c3ef71c', '6bb490a29ef3b53a79a0b6daac1ba8e6ae9c66d676a9ba8abab76b9217d546b9', '269afd254a9101eb0a1592293ff61df051b663b3838f82379302ab0fbc0d8fa2', '35695de2e4103c6c1942fcc24d5ac772f922648ed700d326afbd7e320c945621', 'bc1c5da63704a76a5a42aaf6d7c7cff0df423c920820fd2dde3652d4a32bb8bb', '9286256507647c8593060c72df4b7dcf339061e42b91aa2d54600c3ee6f928ca', 'fd8b5c4b5d66db9ee14babc279db3120a7c18475304312a5b12581597c9b16da', 'd4eb9e911dc828ddd110b3f775ca6601c9b32480521b94ce661c2010db693221', 'ca6dc77352cbfe8f5667975e58fe949ee4df6052f423ab263b8bac581e3d143d', 'b5639aef70acb811000525c5ebcfc2f78860268263a15fd44894f26a0f45b6bd', '343109b2197c1c0a9beacde6a8f85f05fbf1698136cd0f8f9e123e961eae3805', 'e0cd0f7e45b92cd58893eadfea4b543c991a00b9869647af3b359ae9d1221547', 'a6a0a57d097c33646072d1b4b6ae9b4774ce5970f0c92d4caaad01bb07e7bc3a', '055607fa3d9f4023e8f41eff76a3094dbb4c8ba84e2b3a495b15cd0555a27e40']",1548701140228
f9b44b23c5f7ee7abb93983d9f722019584243d64b0f1711d050f0e6f81a6655,"[-0.08903666585683823, -0.10855034738779068, -0.031649570912122726, 0.02707875519990921, 0.01852216199040413, 0.054761890321969986, -0.04893580824136734, -0.02170015498995781, -0.03946501761674881, -0.11351349949836731, -0.0038675405085086823, -0.010036039166152477, 0.009296473115682602, -0.03286787122488022, 0.06167043745517731, 0.010264985263347626, 0.023616671562194824, 0.033975422382354736, 0.015749342739582062, -0.033039119094610214, 0.02002556622028351, -0.01056196540594101, 0.03235948085784912, 0.038656000047922134, -0.041594602167606354, 0.0060119545087218285, 0.02022499404847622, -0.016951994970440865, -0.041840482503175735, -0.01998300664126873, -0.011752437800168991, -0.0033829794265329838, -0.016892198473215103, -0.09734252840280533, -0.03714156895875931, -0.044312771409749985, 0.022006681188941002, 0.017784908413887024, -0.02664998359978199, 0.0053153373301029205, 0.021159552037715912, -0.036712080240249634, -0.0016881388146430254, 0.019609564915299416, -0.04572950303554535, -0.021056007593870163, 0.03849025070667267, -0.05426884442567825, -0.006422164849936962, -0.011181386187672615]",,"['0626355814b235eee38e4c8fc1ac80fbb150f8741026829c853e455b5de4d413', '9d5da686bb9c0221ebbbf9f58a6831803e60f4f9d312cc2bd6ac49f8fbb37ec2', 'b4a28f880409c1ce5c6a79408341c34602bfc0ff0cf011f8419dc7154baa8834', '3b11266f85d5047d851d45a5814437bc46ffa253738bd584d4a78e0b3c3ef71c', '6bb490a29ef3b53a79a0b6daac1ba8e6ae9c66d676a9ba8abab76b9217d546b9', '269afd254a9101eb0a1592293ff61df051b663b3838f82379302ab0fbc0d8fa2', '35695de2e4103c6c1942fcc24d5ac772f922648ed700d326afbd7e320c945621', 'bc1c5da63704a76a5a42aaf6d7c7cff0df423c920820fd2dde3652d4a32bb8bb', '9286256507647c8593060c72df4b7dcf339061e42b91aa2d54600c3ee6f928ca', 'fd8b5c4b5d66db9ee14babc279db3120a7c18475304312a5b12581597c9b16da', 'd4eb9e911dc828ddd110b3f775ca6601c9b32480521b94ce661c2010db693221', 'ca6dc77352cbfe8f5667975e58fe949ee4df6052f423ab263b8bac581e3d143d', 'b5639aef70acb811000525c5ebcfc2f78860268263a15fd44894f26a0f45b6bd', '343109b2197c1c0a9beacde6a8f85f05fbf1698136cd0f8f9e123e961eae3805', 'e0cd0f7e45b92cd58893eadfea4b543c991a00b9869647af3b359ae9d1221547', 'a6a0a57d097c33646072d1b4b6ae9b4774ce5970f0c92d4caaad01bb07e7bc3a', '055607fa3d9f4023e8f41eff76a3094dbb4c8ba84e2b3a495b15cd0555a27e40']",1548701140228
