session_id_hash,event_type,product_action,product_sku_hash,server_timestamp_epoch_ms,hashed_url
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,event_product,detail,293231f99098fc9552a19111d8ed7b6188bf0721b1a5016e9213ea20dfe3d6ae,1551545503415,4e8321996f16f2734a5af4b4c780b4c4669fb316cf24ad7c8d38e75ef0434d92
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551545503415,4e8321996f16f2734a5af4b4c780b4c4669fb316cf24ad7c8d38e75ef0434d92
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551545510494,744ac6435f90719fdec0276541a5c481138cc1f2f511064dea4df382cf870eec
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551545514312,15c3f072fa3c3caa710d9cc114fa017f37deb117ec158c475ae5c44cf224fe13
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,event_product,detail,36e8246f800db10613eef89c81513df909ec8171a875f004392cef21c3f9c07c,1551545514312,15c3f072fa3c3caa710d9cc114fa017f37deb117ec158c475ae5c44cf224fe13
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,event_product,add,36e8246f800db10613eef89c81513df909ec8171a875f004392cef21c3f9c07c,1551545686640,83b4fdad686c1be4eba335f70d23ae202b84b6153e109edb6279901e1bea5120
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551545760235,0ad6fab1eb3ac76010ea2fa6399a4e993b00f6501c88a243fe8fdf98cff72d53
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551545777947,e93e5c83aab0987e41d8fd65a30b54d2ce87491b4a7f9b957d9e8158cf1b7e0b
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551546521904,e396b36a40f2c41d259a45b80e10cd113eb0bf7540b73f49559e89806f734280
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,event_product,purchase,36e8246f800db10613eef89c81513df909ec8171a875f004392cef21c3f9c07c,1551546521904,e396b36a40f2c41d259a45b80e10cd113eb0bf7540b73f49559e89806f734280
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551546602086,433b0e71df1fe9a8d1f45647545701f6108414c40eef76792a5a7404cf9a3067
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551546607367,ab91fdc8ec638c5f585a0ef476e2c370db179dc74f8e0865529727961f37f812
8256e7aaf7ade5e68787f3118077de97ae8eec18f47f97dec999b8016b874d10,pageview,,,1551546610788,6ccc5f486163dc512d391d4f0afac5797133ad6b0f829f70812fd694d4103282
f0682c73c8f2fb5584144e4f152bb5e58570cc1c69cd1f5a02567076fb307ee1,event_product,detail,fe0f73550093dc3e4051ddaf2c6525c799c8a2823838dcd9c962ac85dea89222,1550936175361,5af13fe70a14ef0ceb6d05c6584e9b32182ad0f7b33cdd20d9c35cf8a856b517
f0682c73c8f2fb5584144e4f152bb5e58570cc1c69cd1f5a02567076fb307ee1,pageview,,,1550936175361,5af13fe70a14ef0ceb6d05c6584e9b32182ad0f7b33cdd20d9c35cf8a856b517
f0682c73c8f2fb5584144e4f152bb5e58570cc1c69cd1f5a02567076fb307ee1,pageview,,,1550936242170,1f2366c08fa4208d1fa8ca591a753fc18a7436be32a257e14ef7367751d15a6b
f0682c73c8f2fb5584144e4f152bb5e58570cc1c69cd1f5a02567076fb307ee1,pageview,,,1550936259494,59c5586757d99bdd5f5e21ea26aa7d50111a0b52ecc4856d1614f2d79463fd7b
f0682c73c8f2fb5584144e4f152bb5e58570cc1c69cd1f5a02567076fb307ee1,event_product,detail,d95bb3c8be6b8dea4a2e3faf4a59f490de4b36eacf9ecf0b07e89360b9ff296e,1550936259494,59c5586757d99bdd5f5e21ea26aa7d50111a0b52ecc4856d1614f2d79463fd7b
f0682c73c8f2fb5584144e4f152bb5e58570cc1c69cd1f5a02567076fb307ee1,event_product,add,d95bb3c8be6b8dea4a2e3faf4a59f490de4b36eacf9ecf0b07e89360b9ff296e,1550936276470,83b4fdad686c1be4eba335f70d23ae202b84b6153e109edb6279901e1bea5120
f0682c73c8f2fb5584144e4f152bb5e58570cc1c69cd1f5a02567076fb307ee1,event_product,detail,d95bb3c8be6b8dea4a2e3faf4a59f490de4b36eacf9ecf0b07e89360b9ff296e,1550936284037,59c5586757d99bdd5f5e21ea26aa7d50111a0b52ecc4856d1614f2d79463fd7b
f0682c73c8f2fb5584144e4f152bb5e58570cc1c69cd1f5a02567076fb307ee1,pageview,,,1550936284037,59c5586757d99bdd5f5e21ea26aa7d50111a0b52ecc4856d1614f2d79463fd7b
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552485227266,c75fd8e465f5f111b5c42e75afd0c92a1b2b9068c25672fd786fad7b3061f3f6
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,event_product,detail,650788beae75cb08d99dd70b3b3f430896d3019ab33d5b989591b6f79af113b8,1552485227266,c75fd8e465f5f111b5c42e75afd0c92a1b2b9068c25672fd786fad7b3061f3f6
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,event_product,add,650788beae75cb08d99dd70b3b3f430896d3019ab33d5b989591b6f79af113b8,1552486180070,83b4fdad686c1be4eba335f70d23ae202b84b6153e109edb6279901e1bea5120
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486183972,0ad6fab1eb3ac76010ea2fa6399a4e993b00f6501c88a243fe8fdf98cff72d53
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486639796,e396b36a40f2c41d259a45b80e10cd113eb0bf7540b73f49559e89806f734280
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,event_product,purchase,650788beae75cb08d99dd70b3b3f430896d3019ab33d5b989591b6f79af113b8,1552486639796,e396b36a40f2c41d259a45b80e10cd113eb0bf7540b73f49559e89806f734280
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486668837,433b0e71df1fe9a8d1f45647545701f6108414c40eef76792a5a7404cf9a3067
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486679560,6fa3ac8ca46b1bb29dd68834f9e135f82935b1f7fd1a5481a722f1994773afb4
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486683451,23fddf4ca40ba4ec756de59c0c4702998f7edb3d91c096353a22327a06dfd330
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486713905,23fddf4ca40ba4ec756de59c0c4702998f7edb3d91c096353a22327a06dfd330
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486720593,fa6e29fb3814c6a80ac38378534a8ab7bf73dd11d10fa6b330a709fab2688b33
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486750156,d8db88b58c6d7e9014da7c2ff4456e20cef6c61fe3f5b00bf053c638f7807fff
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,event_product,detail,fca1ec1464943d0040153fb462c8567a218348eb237b1967a254d05d549d4ceb,1552486750156,d8db88b58c6d7e9014da7c2ff4456e20cef6c61fe3f5b00bf053c638f7807fff
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,event_product,detail,cc5d90c445a0566eeebcc50dccc037ed5b7499899c0ee4e4b7de152034c5b08d,1552486758680,ade71e0da6099293d96f7f09a8c0f6228b4a7cac1cc30f315682b5a69431100c
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486758680,ade71e0da6099293d96f7f09a8c0f6228b4a7cac1cc30f315682b5a69431100c
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,pageview,,,1552486760746,7557dec6ae4167e211a33d44fb0e97a397347dd98918b1a665475e15ad7d58a6
cedfb82a26c27b1f22fdc678892a426276ce299362cf0f991377bac815cc757a,event_product,detail,ea3fcbbc0547faba74b17d3bbdae4d4048837b824b08f900b883f744bd790cfd,1552486760746,7557dec6ae4167e211a33d44fb0e97a397347dd98918b1a665475e15ad7d58a6
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,event_product,detail,aa8fe17953db2fd4b91cc468e43002fc6bab184165438e7ef371e020140334d8,1550575680286,e3842edb2fc236ec8708899960c9ae582c21c97fa5a4c3260e5a9f85262eccee
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575680286,e3842edb2fc236ec8708899960c9ae582c21c97fa5a4c3260e5a9f85262eccee
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575695191,322c01ecf95d8f34765b4aa9ee581fecc04cfa20b09fa4190143c0494f93e000
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,event_product,detail,2fe43bd1f6778a5906a97492b43250a4673990bfc5e971aaf200e8789abad193,1550575707156,2c2ad425584e23b55748a53562deca361423e109a09d8b0fe9f2831cd680a00f
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575707156,2c2ad425584e23b55748a53562deca361423e109a09d8b0fe9f2831cd680a00f
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575717124,322c01ecf95d8f34765b4aa9ee581fecc04cfa20b09fa4190143c0494f93e000
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575755051,10cf8acdd90cc03246e1fd01630637d89d861237b14cbe369215d4c291839f1f
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575775043,386de53d636be454a9dc4964bad4aa6b1c79da279d4e0e5fa8276a4a0a1bbbf8
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575891588,78151753f5796d07c69a40b2ed78edbdcffb205fcb5cc8841083c77e5779bad2
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575929333,7dcccf06babc969997700a90d15cff1f5a9131b31007ee47339da4dbc7e80397
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,event_product,detail,cee4cbedc1ceae44a522799bc470c3113066f980e274c0da35305e3ecb498d40,1550575929333,7dcccf06babc969997700a90d15cff1f5a9131b31007ee47339da4dbc7e80397
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575948337,0779fd35808b7528ecdfafc88eae855de63636eb0edaebd7d9288ffc0bfdd4e8
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550575996539,0b4f0f98b00ced98cc7611f775607ffa164e6de4af83fb9dd6245782362817c0
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,event_product,detail,951c1085322621747946b2edc4176ee11ff091774aff8c8f6e66b7ffed4b0ab2,1550575996539,0b4f0f98b00ced98cc7611f775607ffa164e6de4af83fb9dd6245782362817c0
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,event_product,add,951c1085322621747946b2edc4176ee11ff091774aff8c8f6e66b7ffed4b0ab2,1550576022496,83b4fdad686c1be4eba335f70d23ae202b84b6153e109edb6279901e1bea5120
ef888972c0f85f01b207596ad54fc95dd6b291557af34e3dfbe9affa187b27cb,pageview,,,1550576029729,0ad6fab1eb3ac76010ea2fa6399a4e993b00f6501c88a243fe8fdf98cff72d53
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,event_product,detail,f6387e53121977fa223017cbe047e95060ccb013f6ee2c87067212e81d94c378,1551480548560,d14a4280d7a83b42f18064658dcbf0df7cf529754639f0078fd3173bfbc66b93
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,pageview,,,1551480548560,d14a4280d7a83b42f18064658dcbf0df7cf529754639f0078fd3173bfbc66b93
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,pageview,,,1551480622304,d14a4280d7a83b42f18064658dcbf0df7cf529754639f0078fd3173bfbc66b93
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,event_product,detail,f6387e53121977fa223017cbe047e95060ccb013f6ee2c87067212e81d94c378,1551480622304,d14a4280d7a83b42f18064658dcbf0df7cf529754639f0078fd3173bfbc66b93
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,pageview,,,1551480657966,2eeb4cd3b03c76fdcf6513fd39984b98ca4220ee22ef4a776ab87ea5cc1bf74c
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,event_product,detail,f68d797eccf8caddc7bf13866799a5a6e423686bde7b043e3d64b953591e0c48,1551480657966,2eeb4cd3b03c76fdcf6513fd39984b98ca4220ee22ef4a776ab87ea5cc1bf74c
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,pageview,,,1551480675923,2e1d1f7098b3bfc32d484484c0ebd857ac636a8380e2d59d3daa120046c4914c
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,event_product,detail,0f3781d15f3e9b56d7fed9ec74f0851f82e4de17427b06a08399987ee0195ebf,1551480675923,2e1d1f7098b3bfc32d484484c0ebd857ac636a8380e2d59d3daa120046c4914c
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,pageview,,,1551480718909,d14a4280d7a83b42f18064658dcbf0df7cf529754639f0078fd3173bfbc66b93
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,event_product,detail,f6387e53121977fa223017cbe047e95060ccb013f6ee2c87067212e81d94c378,1551480718909,d14a4280d7a83b42f18064658dcbf0df7cf529754639f0078fd3173bfbc66b93
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,event_product,add,f6387e53121977fa223017cbe047e95060ccb013f6ee2c87067212e81d94c378,1551480734438,83b4fdad686c1be4eba335f70d23ae202b84b6153e109edb6279901e1bea5120
92931d9f8975b2a21467964ed73f137c616a4d0b05e72cce0c7d14515a6ba7e4,pageview,,,1551480738830,0ad6fab1eb3ac76010ea2fa6399a4e993b00f6501c88a243fe8fdf98cff72d53
42268280c28c1460ea1353bcb03b2c824d8f9b003873f7a77952ec510a19250b,pageview,,,1550637122237,d141c9f8b51f6012dbff773171965a3e95c81721278489533b3aa6fbd2c84968
42268280c28c1460ea1353bcb03b2c824d8f9b003873f7a77952ec510a19250b,event_product,detail,8982b1b54503ece1ee3fbc8306b1bc7695be63e59ef4f8eaf395fafcbb082054,1550637122237,d141c9f8b51f6012dbff773171965a3e95c81721278489533b3aa6fbd2c84968
42268280c28c1460ea1353bcb03b2c824d8f9b003873f7a77952ec510a19250b,event_product,detail,8982b1b54503ece1ee3fbc8306b1bc7695be63e59ef4f8eaf395fafcbb082054,1550637208083,d141c9f8b51f6012dbff773171965a3e95c81721278489533b3aa6fbd2c84968
42268280c28c1460ea1353bcb03b2c824d8f9b003873f7a77952ec510a19250b,pageview,,,1550637208083,d141c9f8b51f6012dbff773171965a3e95c81721278489533b3aa6fbd2c84968
42268280c28c1460ea1353bcb03b2c824d8f9b003873f7a77952ec510a19250b,event_product,add,8982b1b54503ece1ee3fbc8306b1bc7695be63e59ef4f8eaf395fafcbb082054,1550637217607,83b4fdad686c1be4eba335f70d23ae202b84b6153e109edb6279901e1bea5120
42268280c28c1460ea1353bcb03b2c824d8f9b003873f7a77952ec510a19250b,pageview,,,1550637224943,0ad6fab1eb3ac76010ea2fa6399a4e993b00f6501c88a243fe8fdf98cff72d53
42268280c28c1460ea1353bcb03b2c824d8f9b003873f7a77952ec510a19250b,pageview,,,1550637447905,d141c9f8b51f6012dbff773171965a3e95c81721278489533b3aa6fbd2c84968
42268280c28c1460ea1353bcb03b2c824d8f9b003873f7a77952ec510a19250b,event_product,detail,8982b1b54503ece1ee3fbc8306b1bc7695be63e59ef4f8eaf395fafcbb082054,1550637447905,d141c9f8b51f6012dbff773171965a3e95c81721278489533b3aa6fbd2c84968
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,pageview,,,1550971778360,433b0e71df1fe9a8d1f45647545701f6108414c40eef76792a5a7404cf9a3067
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,pageview,,,1550971789876,a01b8e4528cdc915a21e67b3b286870af7e4a6b3a7859aebb369247507eadb9f
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,pageview,,,1550971801376,a7f86584bf2084b6b01c295d9b3d34c93a556fdeabd16f62273491a073fbd011
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,pageview,,,1550971808054,c3ceeff984a63413f70a72adbabdfb7a38b22a87a8afa470a3eaa4a910237222
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,event_product,detail,9902e9737357dd7da8f00316be54a818fccca4e0606f731d5eb7b90858407168,1550971934719,8d14947055fdead51b3b03b9fd95fb4c3fc2e18836875b46c577fde554efcf0c
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,pageview,,,1550971934719,8d14947055fdead51b3b03b9fd95fb4c3fc2e18836875b46c577fde554efcf0c
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,event_product,add,9902e9737357dd7da8f00316be54a818fccca4e0606f731d5eb7b90858407168,1550971975489,83b4fdad686c1be4eba335f70d23ae202b84b6153e109edb6279901e1bea5120
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,pageview,,,1550971980963,0ad6fab1eb3ac76010ea2fa6399a4e993b00f6501c88a243fe8fdf98cff72d53
319ec79f1f65361b3a9b552591f2a23338a41f1ebffa375404d3283f37eb591e,pageview,,,1550972042119,e93e5c83aab0987e41d8fd65a30b54d2ce87491b4a7f9b957d9e8158cf1b7e0b
