,product_sku_hash,description_vector,category_hash,image_vector,price_bucket
0,a2c3e2430c6ef9770b903ad08fa067a6b2b9db28f06e1bc303547cbdb166c433,"[0.27629122138023376, -0.15763211250305176, 0.20498991012573242, 0.14392423629760742, 0.02859744429588318, 0.032556530088186264, 0.0425204336643219, 0.048966649919748306, -0.005429103970527649, -0.15156537294387817, -0.0761469304561615, 0.008084282279014587, 0.16259127855300903, 0.06268741190433502, 0.07540282607078552, -0.14114734530448914, 0.032842863351106644, 0.05774400383234024, 0.01570936292409897, 0.0791906863451004, 0.044912777841091156, 0.08371087163686752, 0.012448647990822792, 0.02274206466972828, -0.008040498942136765, 0.02965005487203598, -0.01073429174721241, -0.10582432895898819, -0.0049352035857737064, 0.02189919725060463, 0.05689143389463425, -0.06139263138175011, 0.0058634416200220585, -0.040987320244312286, 0.022118519991636276, 0.013095390051603317, -0.03030797839164734, -0.06476592272520065, -0.036668576300144196, 0.006767163518816233, -0.07804811000823975, -0.0834140032529831, 0.032515641301870346, 0.0027643367648124695, -0.03663724660873413, 0.03451046720147133, -0.008565815165638924, 0.013749184086918831, -0.06541545689105988, 0.029340581968426704]",06fa312761d4b39e2f649781514ac69a4c1505c221fc463426d38a2de1679683/49d80fcbc8128f7ea2bfa33cc9e8405f6b604efbbdd8fd77b06ebe367403b2ab/115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81,"[340.3592564184389, -220.19025864725685, 154.08589911634107, 54.613051997634415, 58.25951372631849, 94.59602356444196, 115.5546297632157, 100.8790425830826, -59.62565875126851, 59.17217189522084, -69.90354735324398, -13.643084833661671, -20.925769883225794, 91.67353936394562, -73.14549038302759, 86.31523373310287, 35.28784261255909, 129.162690792141, -76.35999632844582, 44.192701280848894, -29.706338693439115, -11.812866154722444, 98.44367864453986, 10.744801944140775, 10.934785979371423, 7.996371529503798, 4.211931642715507, 10.0455261822466, 11.086967189594343, 0.14021891923964347, 13.359575259817777, -35.115868916377025, -20.201591013635404, 16.19069682926293, -69.23046580593561, -24.911955858990588, -2.5991547104742434, 13.004824589176527, -15.701478529226732, -14.783676995904763, 46.99732924004995, -7.695001829783383, -6.140431030396864, 41.50459974761075, -98.17476036245894, -16.196734442697156, 29.72265431542192, -30.881698824388177, 54.33105446621461, 0.6460993347180128]",7.0
1,a2c3e2430c6ef9770b903ad08fa067a6b2b9db28f06e1bc303547cbdb166c433,"[0.27629122138023376, -0.15763211250305176, 0.20498991012573242, 0.14392423629760742, 0.02859744429588318, 0.032556530088186264, 0.0425204336643219, 0.048966649919748306, -0.005429103970527649, -0.15156537294387817, -0.0761469304561615, 0.008084282279014587, 0.16259127855300903, 0.06268741190433502, 0.07540282607078552, -0.14114734530448914, 0.032842863351106644, 0.05774400383234024, 0.01570936292409897, 0.0791906863451004, 0.044912777841091156, 0.08371087163686752, 0.012448647990822792, 0.02274206466972828, -0.008040498942136765, 0.02965005487203598, -0.01073429174721241, -0.10582432895898819, -0.0049352035857737064, 0.02189919725060463, 0.05689143389463425, -0.06139263138175011, 0.0058634416200220585, -0.040987320244312286, 0.022118519991636276, 0.013095390051603317, -0.03030797839164734, -0.06476592272520065, -0.036668576300144196, 0.006767163518816233, -0.07804811000823975, -0.0834140032529831, 0.032515641301870346, 0.0027643367648124695, -0.03663724660873413, 0.03451046720147133, -0.008565815165638924, 0.013749184086918831, -0.06541545689105988, 0.029340581968426704]",06fa312761d4b39e2f649781514ac69a4c1505c221fc463426d38a2de1679683/49d80fcbc8128f7ea2bfa33cc9e8405f6b604efbbdd8fd77b06ebe367403b2ab/115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81,"[340.3592564184389, -220.19025864725685, 154.08589911634107, 54.613051997634415, 58.25951372631849, 94.59602356444196, 115.5546297632157, 100.8790425830826, -59.62565875126851, 59.17217189522084, -69.90354735324398, -13.643084833661671, -20.925769883225794, 91.67353936394562, -73.14549038302759, 86.31523373310287, 35.28784261255909, 129.162690792141, -76.35999632844582, 44.192701280848894, -29.706338693439115, -11.812866154722444, 98.44367864453986, 10.744801944140775, 10.934785979371423, 7.996371529503798, 4.211931642715507, 10.0455261822466, 11.086967189594343, 0.14021891923964347, 13.359575259817777, -35.115868916377025, -20.201591013635404, 16.19069682926293, -69.23046580593561, -24.911955858990588, -2.5991547104742434, 13.004824589176527, -15.701478529226732, -14.783676995904763, 46.99732924004995, -7.695001829783383, -6.140431030396864, 41.50459974761075, -98.17476036245894, -16.196734442697156, 29.72265431542192, -30.881698824388177, 54.33105446621461, 0.6460993347180128]",7.0
2,a2c3e2430c6ef9770b903ad08fa067a6b2b9db28f06e1bc303547cbdb166c433,"[0.27629122138023376, -0.15763211250305176, 0.20498991012573242, 0.14392423629760742, 0.02859744429588318, 0.032556530088186264, 0.0425204336643219, 0.048966649919748306, -0.005429103970527649, -0.15156537294387817, -0.0761469304561615, 0.008084282279014587, 0.16259127855300903, 0.06268741190433502, 0.07540282607078552, -0.14114734530448914, 0.032842863351106644, 0.05774400383234024, 0.01570936292409897, 0.0791906863451004, 0.044912777841091156, 0.08371087163686752, 0.012448647990822792, 0.02274206466972828, -0.008040498942136765, 0.02965005487203598, -0.01073429174721241, -0.10582432895898819, -0.0049352035857737064, 0.02189919725060463, 0.05689143389463425, -0.06139263138175011, 0.0058634416200220585, -0.040987320244312286, 0.022118519991636276, 0.013095390051603317, -0.03030797839164734, -0.06476592272520065, -0.036668576300144196, 0.006767163518816233, -0.07804811000823975, -0.0834140032529831, 0.032515641301870346, 0.0027643367648124695, -0.03663724660873413, 0.03451046720147133, -0.008565815165638924, 0.013749184086918831, -0.06541545689105988, 0.029340581968426704]",06fa312761d4b39e2f649781514ac69a4c1505c221fc463426d38a2de1679683/49d80fcbc8128f7ea2bfa33cc9e8405f6b604efbbdd8fd77b06ebe367403b2ab/115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81,"[340.3592564184389, -220.19025864725685, 154.08589911634107, 54.613051997634415, 58.25951372631849, 94.59602356444196, 115.5546297632157, 100.8790425830826, -59.62565875126851, 59.17217189522084, -69.90354735324398, -13.643084833661671, -20.925769883225794, 91.67353936394562, -73.14549038302759, 86.31523373310287, 35.28784261255909, 129.162690792141, -76.35999632844582, 44.192701280848894, -29.706338693439115, -11.812866154722444, 98.44367864453986, 10.744801944140775, 10.934785979371423, 7.996371529503798, 4.211931642715507, 10.0455261822466, 11.086967189594343, 0.14021891923964347, 13.359575259817777, -35.115868916377025, -20.201591013635404, 16.19069682926293, -69.23046580593561, -24.911955858990588, -2.5991547104742434, 13.004824589176527, -15.701478529226732, -14.783676995904763, 46.99732924004995, -7.695001829783383, -6.140431030396864, 41.50459974761075, -98.17476036245894, -16.196734442697156, 29.72265431542192, -30.881698824388177, 54.33105446621461, 0.6460993347180128]",7.0
3,1028ef615e425c328e7b95010dfb1fb93cf63749a1bc80fc47116e88533375d7,"[0.4058118760585785, -0.03595402091741562, 0.2274164855480194, -0.0020155813544988632, -0.1110837534070015, -0.0637422651052475, 0.13396981358528137, -0.02796291559934616, 0.08489670604467392, 0.026193639263510704, 0.01661023683845997, -0.008063038811087608, -0.09224934875965118, 0.014150758273899555, 0.0288272425532341, -0.07577403634786606, -0.03546998277306557, -0.06944875419139862, 0.06689142435789108, 0.027035702019929886, -0.05544603243470192, 0.01554050575941801, 0.040030643343925476, -0.05152808874845505, -0.010175680741667747, 0.048867277801036835, -0.081000417470932, 0.06687279790639877, -0.053481318056583405, 0.012298863381147385, 0.051112327724695206, -0.015247642062604427, -0.020677708089351654, -0.04481849819421768, 0.009805622510612011, 0.01845768466591835, -0.01903180591762066, -0.03637757897377014, -0.012448285706341267, -0.09328916668891907, -0.01947801560163498, 0.027211369946599007, 0.07338394224643707, 0.008180874399840832, 0.031826574355363846, -0.060008272528648376, 0.035343706607818604, -0.051137715578079224, 0.012393627315759659, -0.03280340135097504]",115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81/4ca2d9f01be4fef81748ff4b5efcf1de7c1a1877fb5b40e439607d6400fa6401/5b051d5b65202c4549837d0576bfc85d8bd454081f8b5761ffa9b51f3e7093f8,"[180.3463662921092, 222.702322343354, -8.887032592587131, -37.7069266551799, -13.273460236820249, -4.147120824214516, 83.91175404484609, -211.2093118742191, 81.1827697271972, -33.07784352049952, 183.8775490712008, -127.6296340920946, -138.024784991449, -6.711958626242123, -73.62318085473171, -108.73452932386812, 7.4398194287692405, 32.559372007183995, 92.92102185051282, 94.06236467323222, -11.146237966183858, -4.87347288566921, 23.251083102807865, -6.268094033062299, -14.27696980538991, 95.72813195776804, -50.83831260400642, -17.483212636608407, 1.2991259064802283, 31.864766457174, -125.5489713479327, -61.86204706288282, 113.68531052420316, -11.391328610896311, -26.384444757644392, -58.91897162175617, -21.119701812788538, 77.16223701095997, 15.773672251425449, -5.999823837098637, -4.749580748527556, 19.68204750217188, 93.71005702095547, -26.826409315088593, 19.141971869036524, 8.449246006712524, 46.65187095175591, -21.510748637506232, 22.190161246854778, -35.57994134340289]",8.0
4,1028ef615e425c328e7b95010dfb1fb93cf63749a1bc80fc47116e88533375d7,"[0.4058118760585785, -0.03595402091741562, 0.2274164855480194, -0.0020155813544988632, -0.1110837534070015, -0.0637422651052475, 0.13396981358528137, -0.02796291559934616, 0.08489670604467392, 0.026193639263510704, 0.01661023683845997, -0.008063038811087608, -0.09224934875965118, 0.014150758273899555, 0.0288272425532341, -0.07577403634786606, -0.03546998277306557, -0.06944875419139862, 0.06689142435789108, 0.027035702019929886, -0.05544603243470192, 0.01554050575941801, 0.040030643343925476, -0.05152808874845505, -0.010175680741667747, 0.048867277801036835, -0.081000417470932, 0.06687279790639877, -0.053481318056583405, 0.012298863381147385, 0.051112327724695206, -0.015247642062604427, -0.020677708089351654, -0.04481849819421768, 0.009805622510612011, 0.01845768466591835, -0.01903180591762066, -0.03637757897377014, -0.012448285706341267, -0.09328916668891907, -0.01947801560163498, 0.027211369946599007, 0.07338394224643707, 0.008180874399840832, 0.031826574355363846, -0.060008272528648376, 0.035343706607818604, -0.051137715578079224, 0.012393627315759659, -0.03280340135097504]",115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81/4ca2d9f01be4fef81748ff4b5efcf1de7c1a1877fb5b40e439607d6400fa6401/5b051d5b65202c4549837d0576bfc85d8bd454081f8b5761ffa9b51f3e7093f8,"[180.3463662921092, 222.702322343354, -8.887032592587131, -37.7069266551799, -13.273460236820249, -4.147120824214516, 83.91175404484609, -211.2093118742191, 81.1827697271972, -33.07784352049952, 183.8775490712008, -127.6296340920946, -138.024784991449, -6.711958626242123, -73.62318085473171, -108.73452932386812, 7.4398194287692405, 32.559372007183995, 92.92102185051282, 94.06236467323222, -11.146237966183858, -4.87347288566921, 23.251083102807865, -6.268094033062299, -14.27696980538991, 95.72813195776804, -50.83831260400642, -17.483212636608407, 1.2991259064802283, 31.864766457174, -125.5489713479327, -61.86204706288282, 113.68531052420316, -11.391328610896311, -26.384444757644392, -58.91897162175617, -21.119701812788538, 77.16223701095997, 15.773672251425449, -5.999823837098637, -4.749580748527556, 19.68204750217188, 93.71005702095547, -26.826409315088593, 19.141971869036524, 8.449246006712524, 46.65187095175591, -21.510748637506232, 22.190161246854778, -35.57994134340289]",8.0
5,1028ef615e425c328e7b95010dfb1fb93cf63749a1bc80fc47116e88533375d7,"[0.4058118760585785, -0.03595402091741562, 0.2274164855480194, -0.0020155813544988632, -0.1110837534070015, -0.0637422651052475, 0.13396981358528137, -0.02796291559934616, 0.08489670604467392, 0.026193639263510704, 0.01661023683845997, -0.008063038811087608, -0.09224934875965118, 0.014150758273899555, 0.0288272425532341, -0.07577403634786606, -0.03546998277306557, -0.06944875419139862, 0.06689142435789108, 0.027035702019929886, -0.05544603243470192, 0.01554050575941801, 0.040030643343925476, -0.05152808874845505, -0.010175680741667747, 0.048867277801036835, -0.081000417470932, 0.06687279790639877, -0.053481318056583405, 0.012298863381147385, 0.051112327724695206, -0.015247642062604427, -0.020677708089351654, -0.04481849819421768, 0.009805622510612011, 0.01845768466591835, -0.01903180591762066, -0.03637757897377014, -0.012448285706341267, -0.09328916668891907, -0.01947801560163498, 0.027211369946599007, 0.07338394224643707, 0.008180874399840832, 0.031826574355363846, -0.060008272528648376, 0.035343706607818604, -0.051137715578079224, 0.012393627315759659, -0.03280340135097504]",115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81/4ca2d9f01be4fef81748ff4b5efcf1de7c1a1877fb5b40e439607d6400fa6401/5b051d5b65202c4549837d0576bfc85d8bd454081f8b5761ffa9b51f3e7093f8,"[180.3463662921092, 222.702322343354, -8.887032592587131, -37.7069266551799, -13.273460236820249, -4.147120824214516, 83.91175404484609, -211.2093118742191, 81.1827697271972, -33.07784352049952, 183.8775490712008, -127.6296340920946, -138.024784991449, -6.711958626242123, -73.62318085473171, -108.73452932386812, 7.4398194287692405, 32.559372007183995, 92.92102185051282, 94.06236467323222, -11.146237966183858, -4.87347288566921, 23.251083102807865, -6.268094033062299, -14.27696980538991, 95.72813195776804, -50.83831260400642, -17.483212636608407, 1.2991259064802283, 31.864766457174, -125.5489713479327, -61.86204706288282, 113.68531052420316, -11.391328610896311, -26.384444757644392, -58.91897162175617, -21.119701812788538, 77.16223701095997, 15.773672251425449, -5.999823837098637, -4.749580748527556, 19.68204750217188, 93.71005702095547, -26.826409315088593, 19.141971869036524, 8.449246006712524, 46.65187095175591, -21.510748637506232, 22.190161246854778, -35.57994134340289]",8.0
6,1028ef615e425c328e7b95010dfb1fb93cf63749a1bc80fc47116e88533375d7,"[0.4058118760585785, -0.03595402091741562, 0.2274164855480194, -0.0020155813544988632, -0.1110837534070015, -0.0637422651052475, 0.13396981358528137, -0.02796291559934616, 0.08489670604467392, 0.026193639263510704, 0.01661023683845997, -0.008063038811087608, -0.09224934875965118, 0.014150758273899555, 0.0288272425532341, -0.07577403634786606, -0.03546998277306557, -0.06944875419139862, 0.06689142435789108, 0.027035702019929886, -0.05544603243470192, 0.01554050575941801, 0.040030643343925476, -0.05152808874845505, -0.010175680741667747, 0.048867277801036835, -0.081000417470932, 0.06687279790639877, -0.053481318056583405, 0.012298863381147385, 0.051112327724695206, -0.015247642062604427, -0.020677708089351654, -0.04481849819421768, 0.009805622510612011, 0.01845768466591835, -0.01903180591762066, -0.03637757897377014, -0.012448285706341267, -0.09328916668891907, -0.01947801560163498, 0.027211369946599007, 0.07338394224643707, 0.008180874399840832, 0.031826574355363846, -0.060008272528648376, 0.035343706607818604, -0.051137715578079224, 0.012393627315759659, -0.03280340135097504]",115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81/4ca2d9f01be4fef81748ff4b5efcf1de7c1a1877fb5b40e439607d6400fa6401/5b051d5b65202c4549837d0576bfc85d8bd454081f8b5761ffa9b51f3e7093f8,"[180.3463662921092, 222.702322343354, -8.887032592587131, -37.7069266551799, -13.273460236820249, -4.147120824214516, 83.91175404484609, -211.2093118742191, 81.1827697271972, -33.07784352049952, 183.8775490712008, -127.6296340920946, -138.024784991449, -6.711958626242123, -73.62318085473171, -108.73452932386812, 7.4398194287692405, 32.559372007183995, 92.92102185051282, 94.06236467323222, -11.146237966183858, -4.87347288566921, 23.251083102807865, -6.268094033062299, -14.27696980538991, 95.72813195776804, -50.83831260400642, -17.483212636608407, 1.2991259064802283, 31.864766457174, -125.5489713479327, -61.86204706288282, 113.68531052420316, -11.391328610896311, -26.384444757644392, -58.91897162175617, -21.119701812788538, 77.16223701095997, 15.773672251425449, -5.999823837098637, -4.749580748527556, 19.68204750217188, 93.71005702095547, -26.826409315088593, 19.141971869036524, 8.449246006712524, 46.65187095175591, -21.510748637506232, 22.190161246854778, -35.57994134340289]",8.0
7,1028ef615e425c328e7b95010dfb1fb93cf63749a1bc80fc47116e88533375d7,"[0.4058118760585785, -0.03595402091741562, 0.2274164855480194, -0.0020155813544988632, -0.1110837534070015, -0.0637422651052475, 0.13396981358528137, -0.02796291559934616, 0.08489670604467392, 0.026193639263510704, 0.01661023683845997, -0.008063038811087608, -0.09224934875965118, 0.014150758273899555, 0.0288272425532341, -0.07577403634786606, -0.03546998277306557, -0.06944875419139862, 0.06689142435789108, 0.027035702019929886, -0.05544603243470192, 0.01554050575941801, 0.040030643343925476, -0.05152808874845505, -0.010175680741667747, 0.048867277801036835, -0.081000417470932, 0.06687279790639877, -0.053481318056583405, 0.012298863381147385, 0.051112327724695206, -0.015247642062604427, -0.020677708089351654, -0.04481849819421768, 0.009805622510612011, 0.01845768466591835, -0.01903180591762066, -0.03637757897377014, -0.012448285706341267, -0.09328916668891907, -0.01947801560163498, 0.027211369946599007, 0.07338394224643707, 0.008180874399840832, 0.031826574355363846, -0.060008272528648376, 0.035343706607818604, -0.051137715578079224, 0.012393627315759659, -0.03280340135097504]",115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81/4ca2d9f01be4fef81748ff4b5efcf1de7c1a1877fb5b40e439607d6400fa6401/5b051d5b65202c4549837d0576bfc85d8bd454081f8b5761ffa9b51f3e7093f8,"[180.3463662921092, 222.702322343354, -8.887032592587131, -37.7069266551799, -13.273460236820249, -4.147120824214516, 83.91175404484609, -211.2093118742191, 81.1827697271972, -33.07784352049952, 183.8775490712008, -127.6296340920946, -138.024784991449, -6.711958626242123, -73.62318085473171, -108.73452932386812, 7.4398194287692405, 32.559372007183995, 92.92102185051282, 94.06236467323222, -11.146237966183858, -4.87347288566921, 23.251083102807865, -6.268094033062299, -14.27696980538991, 95.72813195776804, -50.83831260400642, -17.483212636608407, 1.2991259064802283, 31.864766457174, -125.5489713479327, -61.86204706288282, 113.68531052420316, -11.391328610896311, -26.384444757644392, -58.91897162175617, -21.119701812788538, 77.16223701095997, 15.773672251425449, -5.999823837098637, -4.749580748527556, 19.68204750217188, 93.71005702095547, -26.826409315088593, 19.141971869036524, 8.449246006712524, 46.65187095175591, -21.510748637506232, 22.190161246854778, -35.57994134340289]",8.0
8,1028ef615e425c328e7b95010dfb1fb93cf63749a1bc80fc47116e88533375d7,"[0.4058118760585785, -0.03595402091741562, 0.2274164855480194, -0.0020155813544988632, -0.1110837534070015, -0.0637422651052475, 0.13396981358528137, -0.02796291559934616, 0.08489670604467392, 0.026193639263510704, 0.01661023683845997, -0.008063038811087608, -0.09224934875965118, 0.014150758273899555, 0.0288272425532341, -0.07577403634786606, -0.03546998277306557, -0.06944875419139862, 0.06689142435789108, 0.027035702019929886, -0.05544603243470192, 0.01554050575941801, 0.040030643343925476, -0.05152808874845505, -0.010175680741667747, 0.048867277801036835, -0.081000417470932, 0.06687279790639877, -0.053481318056583405, 0.012298863381147385, 0.051112327724695206, -0.015247642062604427, -0.020677708089351654, -0.04481849819421768, 0.009805622510612011, 0.01845768466591835, -0.01903180591762066, -0.03637757897377014, -0.012448285706341267, -0.09328916668891907, -0.01947801560163498, 0.027211369946599007, 0.07338394224643707, 0.008180874399840832, 0.031826574355363846, -0.060008272528648376, 0.035343706607818604, -0.051137715578079224, 0.012393627315759659, -0.03280340135097504]",115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81/4ca2d9f01be4fef81748ff4b5efcf1de7c1a1877fb5b40e439607d6400fa6401/5b051d5b65202c4549837d0576bfc85d8bd454081f8b5761ffa9b51f3e7093f8,"[180.3463662921092, 222.702322343354, -8.887032592587131, -37.7069266551799, -13.273460236820249, -4.147120824214516, 83.91175404484609, -211.2093118742191, 81.1827697271972, -33.07784352049952, 183.8775490712008, -127.6296340920946, -138.024784991449, -6.711958626242123, -73.62318085473171, -108.73452932386812, 7.4398194287692405, 32.559372007183995, 92.92102185051282, 94.06236467323222, -11.146237966183858, -4.87347288566921, 23.251083102807865, -6.268094033062299, -14.27696980538991, 95.72813195776804, -50.83831260400642, -17.483212636608407, 1.2991259064802283, 31.864766457174, -125.5489713479327, -61.86204706288282, 113.68531052420316, -11.391328610896311, -26.384444757644392, -58.91897162175617, -21.119701812788538, 77.16223701095997, 15.773672251425449, -5.999823837098637, -4.749580748527556, 19.68204750217188, 93.71005702095547, -26.826409315088593, 19.141971869036524, 8.449246006712524, 46.65187095175591, -21.510748637506232, 22.190161246854778, -35.57994134340289]",8.0
9,1028ef615e425c328e7b95010dfb1fb93cf63749a1bc80fc47116e88533375d7,"[0.4058118760585785, -0.03595402091741562, 0.2274164855480194, -0.0020155813544988632, -0.1110837534070015, -0.0637422651052475, 0.13396981358528137, -0.02796291559934616, 0.08489670604467392, 0.026193639263510704, 0.01661023683845997, -0.008063038811087608, -0.09224934875965118, 0.014150758273899555, 0.0288272425532341, -0.07577403634786606, -0.03546998277306557, -0.06944875419139862, 0.06689142435789108, 0.027035702019929886, -0.05544603243470192, 0.01554050575941801, 0.040030643343925476, -0.05152808874845505, -0.010175680741667747, 0.048867277801036835, -0.081000417470932, 0.06687279790639877, -0.053481318056583405, 0.012298863381147385, 0.051112327724695206, -0.015247642062604427, -0.020677708089351654, -0.04481849819421768, 0.009805622510612011, 0.01845768466591835, -0.01903180591762066, -0.03637757897377014, -0.012448285706341267, -0.09328916668891907, -0.01947801560163498, 0.027211369946599007, 0.07338394224643707, 0.008180874399840832, 0.031826574355363846, -0.060008272528648376, 0.035343706607818604, -0.051137715578079224, 0.012393627315759659, -0.03280340135097504]",115a6a7017ee55752b8487c77dfde92b0d501d10a2e69c420d5d535205b27f81/4ca2d9f01be4fef81748ff4b5efcf1de7c1a1877fb5b40e439607d6400fa6401/5b051d5b65202c4549837d0576bfc85d8bd454081f8b5761ffa9b51f3e7093f8,"[180.3463662921092, 222.702322343354, -8.887032592587131, -37.7069266551799, -13.273460236820249, -4.147120824214516, 83.91175404484609, -211.2093118742191, 81.1827697271972, -33.07784352049952, 183.8775490712008, -127.6296340920946, -138.024784991449, -6.711958626242123, -73.62318085473171, -108.73452932386812, 7.4398194287692405, 32.559372007183995, 92.92102185051282, 94.06236467323222, -11.146237966183858, -4.87347288566921, 23.251083102807865, -6.268094033062299, -14.27696980538991, 95.72813195776804, -50.83831260400642, -17.483212636608407, 1.2991259064802283, 31.864766457174, -125.5489713479327, -61.86204706288282, 113.68531052420316, -11.391328610896311, -26.384444757644392, -58.91897162175617, -21.119701812788538, 77.16223701095997, 15.773672251425449, -5.999823837098637, -4.749580748527556, 19.68204750217188, 93.71005702095547, -26.826409315088593, 19.141971869036524, 8.449246006712524, 46.65187095175591, -21.510748637506232, 22.190161246854778, -35.57994134340289]",8.0
